class_id,image_path,name,xmax,xmin,ymax,ymin,lat,long
4,69289126b459bc9d9137362553bcf786.jpg,CONSTRUCTION_ROAD,892.0,0.0,326.0,72.0,24.6571015,46.7023097
3,301c5d1ef92d1725ebafdd04a0687ee4.jpg,GARBAGE,242.0,238.0,722.0,720.0,24.6781127,46.816177599999996
3,eea79a922e5e78ec8acef79da00cf45d.jpg,GARBAGE,1768.0,1510.0,918.0,716.0,24.6427908,46.7169541
2,c21ccbc307ac54cbef15221c557464be.jpg,POTHOLES,1184.0,902.0,766.0,462.0,24.6776291,46.815109199999995
2,c21ccbc307ac54cbef15221c557464be.jpg,POTHOLES,1284.0,1004.0,544.0,376.0,24.6776291,46.815109199999995
2,c21ccbc307ac54cbef15221c557464be.jpg,POTHOLES,390.0,14.0,718.0,530.0,24.6776291,46.815109199999995
2,c21ccbc307ac54cbef15221c557464be.jpg,POTHOLES,330.0,130.0,494.0,368.0,24.6776291,46.815109199999995
7,b7b4a54b0b37274dde5ecb8bf74b9458.jpg,BAD_BILLBOARD,658.0,438.0,352.0,190.0,24.667141400000002,46.7133387
7,6541eeb8c0302ae2284e8c1d87644778.jpg,BAD_BILLBOARD,740.0,360.0,564.0,296.0,24.7145735,46.7933884
3,83262482e3c3e651116808d92e1de3e5.jpg,GARBAGE,1498.0,1246.0,448.0,262.0,24.650169799999997,46.8269845
3,83262482e3c3e651116808d92e1de3e5.jpg,GARBAGE,1732.0,1424.0,462.0,258.0,24.650169799999997,46.8269845
3,83262482e3c3e651116808d92e1de3e5.jpg,GARBAGE,1894.0,1632.0,460.0,258.0,24.650169799999997,46.8269845
3,83262482e3c3e651116808d92e1de3e5.jpg,GARBAGE,1356.0,1106.0,490.0,254.0,24.650169799999997,46.8269845
3,83262482e3c3e651116808d92e1de3e5.jpg,GARBAGE,1226.0,922.0,466.0,304.0,24.650169799999997,46.8269845
3,83262482e3c3e651116808d92e1de3e5.jpg,GARBAGE,886.0,624.0,438.0,244.0,24.650169799999997,46.8269845
3,83262482e3c3e651116808d92e1de3e5.jpg,GARBAGE,566.0,334.0,440.0,300.0,24.650169799999997,46.8269845
3,83262482e3c3e651116808d92e1de3e5.jpg,GARBAGE,590.0,204.0,580.0,290.0,24.650169799999997,46.8269845
3,83262482e3c3e651116808d92e1de3e5.jpg,GARBAGE,422.0,46.0,628.0,342.0,24.650169799999997,46.8269845
3,83262482e3c3e651116808d92e1de3e5.jpg,GARBAGE,278.0,0.0,512.0,290.0,24.650169799999997,46.8269845
3,83262482e3c3e651116808d92e1de3e5.jpg,GARBAGE,732.0,512.0,478.0,274.0,24.650169799999997,46.8269845
3,8ea148570f2fb617b53d9b64b01c36a7.jpg,GARBAGE,1334.0,1226.0,578.0,444.0,24.6614421,46.7056242
3,190103fc12b197e9b299e88535d6133f.jpg,GARBAGE,1338.0,1046.0,458.0,324.0,24.6497456,46.818944200000004
3,190103fc12b197e9b299e88535d6133f.jpg,GARBAGE,1920.0,1744.0,436.0,318.0,24.6497456,46.818944200000004
9,190103fc12b197e9b299e88535d6133f.jpg,CLUTTER_SIDEWALK,728.0,0.0,458.0,304.0,24.6497456,46.818944200000004
9,190103fc12b197e9b299e88535d6133f.jpg,CLUTTER_SIDEWALK,980.0,514.0,440.0,308.0,24.6497456,46.818944200000004
9,190103fc12b197e9b299e88535d6133f.jpg,CLUTTER_SIDEWALK,1492.0,832.0,464.0,312.0,24.6497456,46.818944200000004
3,a36c9130faff102ca006a4aa83596af1.jpg,GARBAGE,502.0,348.0,494.0,386.0,24.7137332,46.8043243
3,a36c9130faff102ca006a4aa83596af1.jpg,GARBAGE,1820.0,1604.0,468.0,348.0,24.7137332,46.8043243
3,9c997d93d5d28e2ef8e9a60963cc9c15.jpg,GARBAGE,1526.0,1316.0,708.0,544.0,24.636032099999998,46.621754
3,9c997d93d5d28e2ef8e9a60963cc9c15.jpg,GARBAGE,1680.0,1434.0,698.0,536.0,24.636032099999998,46.621754
8,ea5ced37efc9ed5028639abeaae45c01.jpg,SAND_ON_ROAD,390.0,0.0,618.0,284.0,24.7132987,46.795736999999995
2,a9a70bf7bee9eea009ef15b3477f1459.jpg,POTHOLES,984.0,750.0,610.0,494.0,24.5958974,46.793098799999996
2,a9a70bf7bee9eea009ef15b3477f1459.jpg,POTHOLES,1832.0,1436.0,720.0,502.0,24.5958974,46.793098799999996
3,a36f1294e32ef94b2b6e2787a017812f.jpg,GARBAGE,584.0,56.0,926.0,632.0,24.6520455,46.8260548
3,a36f1294e32ef94b2b6e2787a017812f.jpg,GARBAGE,904.0,512.0,852.0,658.0,24.6520455,46.8260548
3,a928a2d756f1b22e534f5e72d3e0b83d.jpg,GARBAGE,1668.0,1464.0,808.0,614.0,24.7148718,46.797741699999996
3,a928a2d756f1b22e534f5e72d3e0b83d.jpg,GARBAGE,1108.0,990.0,520.0,426.0,24.7148718,46.797741699999996
3,a928a2d756f1b22e534f5e72d3e0b83d.jpg,GARBAGE,1058.0,842.0,528.0,404.0,24.7148718,46.797741699999996
3,a928a2d756f1b22e534f5e72d3e0b83d.jpg,GARBAGE,244.0,0.0,560.0,374.0,24.7148718,46.797741699999996
3,a928a2d756f1b22e534f5e72d3e0b83d.jpg,GARBAGE,822.0,668.0,472.0,342.0,24.7148718,46.797741699999996
3,a928a2d756f1b22e534f5e72d3e0b83d.jpg,GARBAGE,1022.0,752.0,454.0,336.0,24.7148718,46.797741699999996
3,a928a2d756f1b22e534f5e72d3e0b83d.jpg,GARBAGE,1578.0,1410.0,1078.0,934.0,24.7148718,46.797741699999996
3,31f60f27d4fa724a6caab3ce05b60dba.jpg,GARBAGE,836.0,712.0,574.0,476.0,24.574068099999998,46.7507523
3,a2fa305feddae4d35c4aced0f2149643.jpg,GARBAGE,658.0,446.0,726.0,560.0,24.604740200000002,46.7783927
7,a2fa305feddae4d35c4aced0f2149643.jpg,BAD_BILLBOARD,858.0,500.0,498.0,320.0,24.604740200000002,46.7783927
4,14b5dc2e880e764cea8acd021f0998ed.jpg,CONSTRUCTION_ROAD,924.0,584.0,486.0,274.0,24.5682486,46.771644
4,14b5dc2e880e764cea8acd021f0998ed.jpg,CONSTRUCTION_ROAD,758.0,346.0,568.0,202.0,24.5682486,46.771644
4,14b5dc2e880e764cea8acd021f0998ed.jpg,CONSTRUCTION_ROAD,610.0,0.0,628.0,96.0,24.5682486,46.771644
3,14b5dc2e880e764cea8acd021f0998ed.jpg,GARBAGE,620.0,454.0,454.0,342.0,24.5682486,46.771644
9,d97cffa20b8d1656f70d7cac7241a54e.jpg,CLUTTER_SIDEWALK,632.0,56.0,554.0,360.0,24.6808869,46.8113524
9,d97cffa20b8d1656f70d7cac7241a54e.jpg,CLUTTER_SIDEWALK,1130.0,672.0,532.0,360.0,24.6808869,46.8113524
9,d97cffa20b8d1656f70d7cac7241a54e.jpg,CLUTTER_SIDEWALK,2028.0,976.0,588.0,330.0,24.6808869,46.8113524
3,b20e0768f08da3e4b0a148c9d36547cc.jpg,GARBAGE,774.0,716.0,496.0,436.0,24.661571799999997,46.82224
3,b20e0768f08da3e4b0a148c9d36547cc.jpg,GARBAGE,818.0,734.0,580.0,502.0,24.661571799999997,46.82224
3,b20e0768f08da3e4b0a148c9d36547cc.jpg,GARBAGE,346.0,164.0,720.0,608.0,24.661571799999997,46.82224
9,523f6e20aa6e0d3f2441b633a36a1ec1.jpg,CLUTTER_SIDEWALK,734.0,14.0,686.0,472.0,24.6365739,46.6155672
9,523f6e20aa6e0d3f2441b633a36a1ec1.jpg,CLUTTER_SIDEWALK,1570.0,386.0,678.0,424.0,24.6365739,46.6155672
9,523f6e20aa6e0d3f2441b633a36a1ec1.jpg,CLUTTER_SIDEWALK,1954.0,1238.0,602.0,390.0,24.6365739,46.6155672
3,523f6e20aa6e0d3f2441b633a36a1ec1.jpg,GARBAGE,666.0,512.0,614.0,452.0,24.6365739,46.6155672
3,523f6e20aa6e0d3f2441b633a36a1ec1.jpg,GARBAGE,684.0,278.0,634.0,542.0,24.6365739,46.6155672
3,cbc6466de3b2511a8f5424694db2b8eb.jpg,GARBAGE,1056.0,928.0,510.0,356.0,24.6515839,46.7131551
3,cbc6466de3b2511a8f5424694db2b8eb.jpg,GARBAGE,988.0,848.0,672.0,566.0,24.6515839,46.7131551
3,cbc6466de3b2511a8f5424694db2b8eb.jpg,GARBAGE,918.0,692.0,676.0,534.0,24.6515839,46.7131551
3,cbc6466de3b2511a8f5424694db2b8eb.jpg,GARBAGE,1086.0,964.0,674.0,604.0,24.6515839,46.7131551
3,cbc6466de3b2511a8f5424694db2b8eb.jpg,GARBAGE,712.0,620.0,638.0,544.0,24.6515839,46.7131551
2,fcc21ee8b5b4c4dac3626d02584d86b0.jpg,POTHOLES,1082.0,702.0,876.0,386.0,24.6644789,46.7080293
2,fcc21ee8b5b4c4dac3626d02584d86b0.jpg,POTHOLES,918.0,528.0,1154.0,734.0,24.6644789,46.7080293
3,a914aecb5da8520e4eaceca056e97fd2.jpg,GARBAGE,1930.0,1824.0,524.0,404.0,24.6332609,46.6023246
3,ebd111492c39c9977ad5ad99569922fe.jpg,GARBAGE,1686.0,1600.0,426.0,324.0,24.6534263,46.7069618
3,ebd111492c39c9977ad5ad99569922fe.jpg,GARBAGE,1604.0,1474.0,430.0,302.0,24.6534263,46.7069618
3,ebd111492c39c9977ad5ad99569922fe.jpg,GARBAGE,1528.0,1434.0,496.0,406.0,24.6534263,46.7069618
3,ebd111492c39c9977ad5ad99569922fe.jpg,GARBAGE,1852.0,1772.0,446.0,334.0,24.6534263,46.7069618
0,07084236707e9f2eafb7a531207d7dc0.jpg,GRAFFITI,398.0,0.0,492.0,188.0,24.6999389,46.8046801
0,07084236707e9f2eafb7a531207d7dc0.jpg,GRAFFITI,460.0,164.0,438.0,316.0,24.6999389,46.8046801
0,07084236707e9f2eafb7a531207d7dc0.jpg,GRAFFITI,408.0,158.0,500.0,358.0,24.6999389,46.8046801
0,07084236707e9f2eafb7a531207d7dc0.jpg,GRAFFITI,152.0,0.0,498.0,366.0,24.6999389,46.8046801
3,a9dc65cf891ad6e00c6f30e610d59ec5.jpg,GARBAGE,1666.0,1436.0,468.0,344.0,24.6454369,46.6451285
3,8de9293c1a1c2e06f521bacef05c1f6d.jpg,GARBAGE,312.0,0.0,740.0,508.0,24.608231,46.773144099999996
4,8de9293c1a1c2e06f521bacef05c1f6d.jpg,CONSTRUCTION_ROAD,944.0,170.0,808.0,386.0,24.608231,46.773144099999996
3,651ae77a166bf02b7a6b015d20cb05f0.jpg,GARBAGE,800.0,532.0,722.0,536.0,24.6865227,46.817782400000006
3,651ae77a166bf02b7a6b015d20cb05f0.jpg,GARBAGE,566.0,250.0,732.0,550.0,24.6865227,46.817782400000006
3,651ae77a166bf02b7a6b015d20cb05f0.jpg,GARBAGE,728.0,512.0,550.0,386.0,24.6865227,46.817782400000006
2,741db37b14972710bd37fb7d4a11f41c.jpg,POTHOLES,884.0,600.0,556.0,368.0,24.705109099999998,46.8211524
2,741db37b14972710bd37fb7d4a11f41c.jpg,POTHOLES,1022.0,796.0,516.0,372.0,24.705109099999998,46.8211524
8,7b5e4ca71ac4c59e8053275aa0387872.jpg,SAND_ON_ROAD,1384.0,1304.0,418.0,318.0,24.5710828,46.7776791
8,7b5e4ca71ac4c59e8053275aa0387872.jpg,SAND_ON_ROAD,1326.0,1172.0,430.0,340.0,24.5710828,46.7776791
4,26ff48c97443a02a1797cc58ed6702b9.jpg,CONSTRUCTION_ROAD,668.0,200.0,546.0,284.0,24.6535922,46.8188059
4,26ff48c97443a02a1797cc58ed6702b9.jpg,CONSTRUCTION_ROAD,582.0,0.0,698.0,250.0,24.6535922,46.8188059
0,26ff48c97443a02a1797cc58ed6702b9.jpg,GRAFFITI,660.0,450.0,404.0,270.0,24.6535922,46.8188059
0,26ff48c97443a02a1797cc58ed6702b9.jpg,GRAFFITI,870.0,702.0,398.0,296.0,24.6535922,46.8188059
2,548fdc258819354c12be016356bfc545.jpg,POTHOLES,1040.0,696.0,814.0,568.0,24.583343499999998,46.7932908
2,548fdc258819354c12be016356bfc545.jpg,POTHOLES,464.0,62.0,990.0,722.0,24.583343499999998,46.7932908
4,6d8c41669a1cf73223976b3eb2c9647e.jpg,CONSTRUCTION_ROAD,884.0,586.0,484.0,288.0,24.6840295,46.7917111
4,6d8c41669a1cf73223976b3eb2c9647e.jpg,CONSTRUCTION_ROAD,726.0,306.0,534.0,222.0,24.6840295,46.7917111
4,6d8c41669a1cf73223976b3eb2c9647e.jpg,CONSTRUCTION_ROAD,538.0,0.0,604.0,168.0,24.6840295,46.7917111
3,5c3041698b05d3d8acd3d37edbbaa567.jpg,GARBAGE,1386.0,1160.0,540.0,432.0,24.6337254,46.5962947
3,5c3041698b05d3d8acd3d37edbbaa567.jpg,GARBAGE,1460.0,1266.0,524.0,418.0,24.6337254,46.5962947
3,5c3041698b05d3d8acd3d37edbbaa567.jpg,GARBAGE,1554.0,1472.0,580.0,496.0,24.6337254,46.5962947
3,52c4680e33684430d4a19c21c8827f28.jpg,GARBAGE,1804.0,1610.0,574.0,410.0,24.6393318,46.595786700000005
3,52c4680e33684430d4a19c21c8827f28.jpg,GARBAGE,1914.0,1780.0,564.0,454.0,24.6393318,46.595786700000005
3,52c4680e33684430d4a19c21c8827f28.jpg,GARBAGE,458.0,268.0,600.0,464.0,24.6393318,46.595786700000005
3,52c4680e33684430d4a19c21c8827f28.jpg,GARBAGE,536.0,422.0,576.0,458.0,24.6393318,46.595786700000005
0,87ffd741f6a7397e8ec63ce52e1d7b4a.jpg,GRAFFITI,1110.0,862.0,412.0,218.0,24.6598734,46.8331797
3,f9463b6542e0ad010eec8dd96fb8892b.jpg,GARBAGE,1858.0,1690.0,836.0,724.0,24.6417727,46.592353
4,74efc70b08bc229ff0fe4c07749f85d1.jpg,CONSTRUCTION_ROAD,788.0,492.0,456.0,280.0,24.6861965,46.7977752
4,74efc70b08bc229ff0fe4c07749f85d1.jpg,CONSTRUCTION_ROAD,656.0,180.0,542.0,196.0,24.6861965,46.7977752
4,74efc70b08bc229ff0fe4c07749f85d1.jpg,CONSTRUCTION_ROAD,394.0,0.0,630.0,132.0,24.6861965,46.7977752
4,69910a1a52345b5c618218eb4ba161c3.jpg,CONSTRUCTION_ROAD,896.0,594.0,478.0,286.0,24.6834469,46.7899927
4,69910a1a52345b5c618218eb4ba161c3.jpg,CONSTRUCTION_ROAD,770.0,372.0,496.0,270.0,24.6834469,46.7899927
4,69910a1a52345b5c618218eb4ba161c3.jpg,CONSTRUCTION_ROAD,670.0,0.0,630.0,130.0,24.6834469,46.7899927
4,cad3fa78a0a0677cf354f505d04f7070.jpg,CONSTRUCTION_ROAD,262.0,0.0,514.0,346.0,24.661091199999998,46.709299800000004
4,cad3fa78a0a0677cf354f505d04f7070.jpg,CONSTRUCTION_ROAD,1228.0,902.0,470.0,354.0,24.661091199999998,46.709299800000004
4,cad3fa78a0a0677cf354f505d04f7070.jpg,CONSTRUCTION_ROAD,1468.0,1126.0,442.0,352.0,24.661091199999998,46.709299800000004
2,850cbdcc20c71d33387ab069870bca2b.jpg,POTHOLES,1996.0,1518.0,606.0,458.0,24.652648799999998,46.704039800000004
4,906fb46d8eca2bfd3c70dafd1aa0ded4.jpg,CONSTRUCTION_ROAD,1370.0,0.0,962.0,228.0,24.673391000000002,46.7621563
4,906fb46d8eca2bfd3c70dafd1aa0ded4.jpg,CONSTRUCTION_ROAD,2196.0,700.0,1150.0,202.0,24.673391000000002,46.7621563
3,242154bbbad08efe5ee02b6f20bb43c6.jpg,GARBAGE,1436.0,1110.0,724.0,540.0,24.6783635,46.8117757
4,d7b75aa1927f19913585f14a32620349.jpg,CONSTRUCTION_ROAD,976.0,790.0,676.0,472.0,24.7167578,46.8061425
4,d7b75aa1927f19913585f14a32620349.jpg,CONSTRUCTION_ROAD,948.0,690.0,1054.0,646.0,24.7167578,46.8061425
3,d7b75aa1927f19913585f14a32620349.jpg,GARBAGE,1734.0,1556.0,576.0,418.0,24.7167578,46.8061425
3,008f4a55a58faa61e70e1a6cc45b1fb8.jpg,GARBAGE,1790.0,1626.0,1046.0,914.0,24.5716561,46.7709595
9,008f4a55a58faa61e70e1a6cc45b1fb8.jpg,CLUTTER_SIDEWALK,792.0,0.0,964.0,554.0,24.5716561,46.7709595
9,008f4a55a58faa61e70e1a6cc45b1fb8.jpg,CLUTTER_SIDEWALK,2046.0,612.0,962.0,592.0,24.5716561,46.7709595
3,008f4a55a58faa61e70e1a6cc45b1fb8.jpg,GARBAGE,1510.0,1120.0,898.0,690.0,24.5716561,46.7709595
3,86b36e1ccffc924c14c0ca69bd45d742.jpg,GARBAGE,524.0,370.0,754.0,654.0,24.6039527,46.7319327
3,86b36e1ccffc924c14c0ca69bd45d742.jpg,GARBAGE,328.0,152.0,750.0,642.0,24.6039527,46.7319327
3,e1befd992916a08611c66e6b172d8fc1.jpg,GARBAGE,256.0,66.0,704.0,578.0,24.5856392,46.743865400000004
3,e1befd992916a08611c66e6b172d8fc1.jpg,GARBAGE,826.0,576.0,740.0,600.0,24.5856392,46.743865400000004
3,e1befd992916a08611c66e6b172d8fc1.jpg,GARBAGE,1114.0,940.0,730.0,616.0,24.5856392,46.743865400000004
3,e1befd992916a08611c66e6b172d8fc1.jpg,GARBAGE,1638.0,1428.0,738.0,632.0,24.5856392,46.743865400000004
2,1158f7782e2d61a07a965877450b29d2.jpg,POTHOLES,678.0,406.0,722.0,522.0,24.6861523,46.81798800000001
2,9e5389028ef0e8889245b2879182dc49.jpg,POTHOLES,1292.0,982.0,832.0,532.0,24.658305,46.7098816
2,9e5389028ef0e8889245b2879182dc49.jpg,POTHOLES,1666.0,1040.0,1124.0,602.0,24.658305,46.7098816
2,9e5389028ef0e8889245b2879182dc49.jpg,POTHOLES,1068.0,858.0,768.0,512.0,24.658305,46.7098816
2,9e5389028ef0e8889245b2879182dc49.jpg,POTHOLES,346.0,0.0,1134.0,736.0,24.658305,46.7098816
2,9e5389028ef0e8889245b2879182dc49.jpg,POTHOLES,674.0,144.0,918.0,642.0,24.658305,46.7098816
0,9e5389028ef0e8889245b2879182dc49.jpg,GRAFFITI,1388.0,1012.0,614.0,358.0,24.658305,46.7098816
2,98c3ef4b4fc1bcde56e0f6e9a3ca0a74.jpg,POTHOLES,534.0,316.0,578.0,462.0,24.586395699999997,46.7791105
2,e9d775442ccdaa895520b504ae4432da.jpg,POTHOLES,876.0,622.0,660.0,512.0,24.6409551,46.6090449
7,6be8cb2813e13ef906e0c410cb4f4d4e.jpg,BAD_BILLBOARD,1052.0,616.0,246.0,0.0,24.660821199999997,46.726103900000005
9,3b3b2d7670eb762cc90ee2eb689829fc.jpg,CLUTTER_SIDEWALK,576.0,88.0,534.0,372.0,24.6393379,46.6092643
9,3b3b2d7670eb762cc90ee2eb689829fc.jpg,CLUTTER_SIDEWALK,1098.0,400.0,546.0,338.0,24.6393379,46.6092643
9,3b3b2d7670eb762cc90ee2eb689829fc.jpg,CLUTTER_SIDEWALK,1352.0,876.0,500.0,384.0,24.6393379,46.6092643
8,f60175c30c34dfd30dcb9e3f9e5748cf.jpg,SAND_ON_ROAD,740.0,640.0,444.0,366.0,24.6850265,46.815990899999996
2,f60175c30c34dfd30dcb9e3f9e5748cf.jpg,POTHOLES,418.0,0.0,784.0,640.0,24.6850265,46.815990899999996
2,f60175c30c34dfd30dcb9e3f9e5748cf.jpg,POTHOLES,340.0,6.0,882.0,754.0,24.6850265,46.815990899999996
2,40f567964b4d0a6d3411f60c540d1bba.jpg,POTHOLES,1414.0,1154.0,670.0,552.0,24.6552862,46.709803400000006
2,40f567964b4d0a6d3411f60c540d1bba.jpg,POTHOLES,1792.0,1414.0,846.0,688.0,24.6552862,46.709803400000006
3,955639ccd5a0d7899b220e8278816767.jpg,GARBAGE,1108.0,926.0,516.0,274.0,24.6417131,46.592288200000006
5,843827528ae648fcc3e4a4dc47a6b631.jpg,BROKEN_SIGNAGE,1642.0,1502.0,432.0,324.0,24.6538592,46.827803800000005
4,6c9426337e86f3c6b166b441c1a03e23.jpg,CONSTRUCTION_ROAD,796.0,102.0,614.0,284.0,24.665328799999997,46.759788
4,6c9426337e86f3c6b166b441c1a03e23.jpg,CONSTRUCTION_ROAD,1386.0,514.0,576.0,288.0,24.665328799999997,46.759788
4,6c9426337e86f3c6b166b441c1a03e23.jpg,CONSTRUCTION_ROAD,1782.0,1088.0,608.0,300.0,24.665328799999997,46.759788
3,b8a15206c822e30fc37da86e96fd287d.jpg,GARBAGE,1664.0,1482.0,578.0,468.0,24.6320801,46.6020798
3,b8a15206c822e30fc37da86e96fd287d.jpg,GARBAGE,1550.0,1422.0,616.0,478.0,24.6320801,46.6020798
8,77f8bf0773f7af1e210bcd9bd78e2624.jpg,SAND_ON_ROAD,952.0,0.0,674.0,340.0,24.6738515,46.8067578
8,77f8bf0773f7af1e210bcd9bd78e2624.jpg,SAND_ON_ROAD,1676.0,406.0,754.0,368.0,24.6738515,46.8067578
8,77f8bf0773f7af1e210bcd9bd78e2624.jpg,SAND_ON_ROAD,2038.0,1296.0,744.0,428.0,24.6738515,46.8067578
3,792ddd7bd3b70d9113bb4361d8b73852.jpg,GARBAGE,960.0,760.0,566.0,380.0,24.6320438,46.6079332
3,792ddd7bd3b70d9113bb4361d8b73852.jpg,GARBAGE,510.0,202.0,562.0,346.0,24.6320438,46.6079332
4,2b62253726196e77953737adc97861b3.jpg,CONSTRUCTION_ROAD,1408.0,1078.0,540.0,268.0,24.6671143,46.7154694
4,2b62253726196e77953737adc97861b3.jpg,CONSTRUCTION_ROAD,1840.0,1228.0,590.0,306.0,24.6671143,46.7154694
3,4ff8b6bdcda5e4cf0fefe5def065a296.jpg,GARBAGE,1412.0,1092.0,836.0,650.0,24.7087173,46.8151952
3,4ff8b6bdcda5e4cf0fefe5def065a296.jpg,GARBAGE,1244.0,974.0,838.0,646.0,24.7087173,46.8151952
3,5944631f1bf8525cddb3f82c843b85c7.jpg,GARBAGE,1032.0,852.0,452.0,312.0,24.6344642,46.616754
8,5944631f1bf8525cddb3f82c843b85c7.jpg,SAND_ON_ROAD,1398.0,1140.0,476.0,292.0,24.6344642,46.616754
8,5944631f1bf8525cddb3f82c843b85c7.jpg,SAND_ON_ROAD,1242.0,956.0,458.0,276.0,24.6344642,46.616754
9,5944631f1bf8525cddb3f82c843b85c7.jpg,CLUTTER_SIDEWALK,1294.0,0.0,1180.0,442.0,24.6344642,46.616754
9,5944631f1bf8525cddb3f82c843b85c7.jpg,CLUTTER_SIDEWALK,2120.0,600.0,1280.0,432.0,24.6344642,46.616754
3,f0d867fdca6c5431e2d94eddbd4ace76.jpg,GARBAGE,348.0,70.0,562.0,432.0,24.5896191,46.7864407
8,dcf4bbb566d70ac226f02c9b3b8138ee.jpg,SAND_ON_ROAD,1696.0,1414.0,372.0,224.0,24.584110499999998,46.7741513
3,02e4bef14239522959cf68c94d90dad1.jpg,GARBAGE,402.0,292.0,442.0,350.0,24.673174900000003,46.817332300000004
3,9c7e25dcb5740a40a91c365e580e0c08.jpg,GARBAGE,384.0,0.0,790.0,680.0,24.583773899999997,46.7734707
3,9c7e25dcb5740a40a91c365e580e0c08.jpg,GARBAGE,416.0,264.0,792.0,696.0,24.583773899999997,46.7734707
3,9c7e25dcb5740a40a91c365e580e0c08.jpg,GARBAGE,1540.0,1270.0,780.0,672.0,24.583773899999997,46.7734707
3,9c7e25dcb5740a40a91c365e580e0c08.jpg,GARBAGE,1822.0,1714.0,726.0,626.0,24.583773899999997,46.7734707
3,9c7e25dcb5740a40a91c365e580e0c08.jpg,GARBAGE,1344.0,1248.0,830.0,718.0,24.583773899999997,46.7734707
4,60ed7ac725ddfdd75b8bfd710b050161.jpg,CONSTRUCTION_ROAD,1466.0,1138.0,508.0,308.0,24.673007000000002,46.7613579
4,60ed7ac725ddfdd75b8bfd710b050161.jpg,CONSTRUCTION_ROAD,1922.0,1258.0,568.0,264.0,24.673007000000002,46.7613579
4,60ed7ac725ddfdd75b8bfd710b050161.jpg,CONSTRUCTION_ROAD,902.0,664.0,484.0,368.0,24.673007000000002,46.7613579
4,60ed7ac725ddfdd75b8bfd710b050161.jpg,CONSTRUCTION_ROAD,750.0,482.0,518.0,398.0,24.673007000000002,46.7613579
4,60ed7ac725ddfdd75b8bfd710b050161.jpg,CONSTRUCTION_ROAD,674.0,0.0,612.0,374.0,24.673007000000002,46.7613579
3,9092e30ca3094302644a330ae782fb65.jpg,GARBAGE,1376.0,1248.0,540.0,464.0,24.6408923,46.5948884
3,9092e30ca3094302644a330ae782fb65.jpg,GARBAGE,1958.0,1700.0,652.0,536.0,24.6408923,46.5948884
3,9092e30ca3094302644a330ae782fb65.jpg,GARBAGE,1240.0,1128.0,534.0,446.0,24.6408923,46.5948884
2,9092e30ca3094302644a330ae782fb65.jpg,POTHOLES,690.0,312.0,1142.0,742.0,24.6408923,46.5948884
2,9092e30ca3094302644a330ae782fb65.jpg,POTHOLES,852.0,594.0,908.0,620.0,24.6408923,46.5948884
9,7e6722750c556e42f4b63b1d19759b60.jpg,CLUTTER_SIDEWALK,1808.0,74.0,1110.0,402.0,24.676119800000002,46.811383199999995
7,940a504ec723ee3eac282bfa069617d1.jpg,BAD_BILLBOARD,1906.0,1420.0,318.0,40.0,24.6537896,46.712286600000006
9,3ff740f8f574f32c4da51e8839a45540.jpg,CLUTTER_SIDEWALK,1072.0,0.0,628.0,366.0,24.631982100000002,46.613213800000004
3,3ff740f8f574f32c4da51e8839a45540.jpg,GARBAGE,1066.0,688.0,598.0,412.0,24.631982100000002,46.613213800000004
3,3ff740f8f574f32c4da51e8839a45540.jpg,GARBAGE,1496.0,1252.0,584.0,376.0,24.631982100000002,46.613213800000004
2,74438a0460bc98e6c0eef5e101843e09.jpg,POTHOLES,976.0,94.0,932.0,536.0,24.6351531,46.611033400000004
3,21ff3157960a734b257821bd43b5e44a.jpg,GARBAGE,1486.0,1110.0,662.0,320.0,24.693971,46.8097752
3,21ff3157960a734b257821bd43b5e44a.jpg,GARBAGE,436.0,204.0,858.0,730.0,24.693971,46.8097752
3,21ff3157960a734b257821bd43b5e44a.jpg,GARBAGE,332.0,180.0,722.0,616.0,24.693971,46.8097752
3,21ff3157960a734b257821bd43b5e44a.jpg,GARBAGE,1102.0,960.0,1006.0,884.0,24.693971,46.8097752
9,261137d1c6754c29718317ee7fac49c4.jpg,CLUTTER_SIDEWALK,816.0,0.0,732.0,354.0,24.638092099999998,46.6096109
9,261137d1c6754c29718317ee7fac49c4.jpg,CLUTTER_SIDEWALK,1240.0,526.0,688.0,376.0,24.638092099999998,46.6096109
9,261137d1c6754c29718317ee7fac49c4.jpg,CLUTTER_SIDEWALK,1992.0,946.0,686.0,372.0,24.638092099999998,46.6096109
3,6fa6db58aad54b200b8c6a5ceb3cceee.jpg,GARBAGE,752.0,608.0,526.0,394.0,24.643706899999998,46.5968461
3,6fa6db58aad54b200b8c6a5ceb3cceee.jpg,GARBAGE,1346.0,1160.0,540.0,440.0,24.643706899999998,46.5968461
4,d965e0f767083e3bb6190d378c11a87a.jpg,CONSTRUCTION_ROAD,1118.0,0.0,764.0,368.0,24.5767858,46.7710785
4,d965e0f767083e3bb6190d378c11a87a.jpg,CONSTRUCTION_ROAD,2126.0,588.0,838.0,336.0,24.5767858,46.7710785
3,23b239f3abda380f45234e7bee09f229.jpg,GARBAGE,1100.0,684.0,1120.0,436.0,24.6358768,46.6052466
3,f09e2a009f4247a2e73b731047044305.jpg,GARBAGE,1938.0,1782.0,608.0,466.0,24.6318401,46.6020241
3,f09e2a009f4247a2e73b731047044305.jpg,GARBAGE,1496.0,1392.0,484.0,390.0,24.6318401,46.6020241
